id,product_id,domain,title,category,brand,url,items,rev
1305243,allbirds.com_6644023623760,allbirds.com,Women's Tree Dasher 2 - Medium Grey (Light Grey Sole),999999,allbirds,allbirds.com/products/womens-tree-dashers-medium-grey,889.0,118574.70999999999
1305246,allbirds.com_6644025753680,allbirds.com,Men's Tree Dasher 2 - Medium Grey (Light Grey Sole),999999,allbirds,allbirds.com/products/mens-tree-dashers-medium-grey,867.0,115026.95
1305851,allbirds.com_6858549559376,allbirds.com,Men's Tree Dasher 2 - Blizzard/Hazy Cobalt (Clarity Blue Sole),999999,allbirds,allbirds.com/products/mens-tree-dashers-blizzard-hazy-cobalt,713.0,94589.91000000003
1305115,allbirds.com_3732843823184,allbirds.com,Men's Wool Runner-up Mizzles - Tuke Jo (Cream Sole),999999,allbirds,allbirds.com/products/mens-wool-runner-up-mizzles-tuke-jo,587.0,74678.52000000002
1305344,allbirds.com_6707715702864,allbirds.com,Smallbirds Wool Runners - Big Kids - Natural White (Natural White Sole),999999,allbirds,allbirds.com/products/smallbirds-wool-runners-big-kids-natural-white,1074.0,74489.74000000002
1305876,allbirds.com_6858890215504,allbirds.com,Men's Wool Runner-up Mizzles - Savanna Night (Navy Sole),999999,allbirds,allbirds.com/products/mens-wool-runner-up-mizzles-savanna-night-navy,505.0,72775.99999999999
1305366,allbirds.com_6712399954000,allbirds.com,Men's Wool Runner-up Mizzles - Natural Black (Natural White Sole) - 1,999999,allbirds,allbirds.com/products/mens-wool-runner-up-mizzles-natural-black-natural-white,542.0,68808.14000000003
1305253,allbirds.com_6645902311504,allbirds.com,Men's Tree Runners - Marine Blue (White Sole),999999,allbirds,allbirds.com/products/mens-tree-runners-marine-blue,669.0,65219.32
1305152,allbirds.com_4852583170128,allbirds.com,Physical Gift Cards - Physical Gift Card,999999,allbirds,allbirds.com/products/physical-gift-cards,360.0,62438.14
1305685,allbirds.com_6827098406992,allbirds.com,Men's Golf Dashers - Natural White (Blizzard Sole),999999,allbirds,allbirds.com/products/mens-golf-dashers,446.0,61668.28
1305685,allbirds.com_6827098406992,allbirds.com,Men's Golf Dashers - Natural White (Blizzard Sole),999999,allbirds,allbirds.com/products/mens-golf-dashers-natural-white,446.0,61668.28
1305849,allbirds.com_6858515120208,allbirds.com,Women's Tree Dasher 2 - Blizzard/Hazy Cobalt (Clarity Blue Sole),999999,allbirds,allbirds.com/products/womens-tree-dashers-blizzard-hazy-cobalt,469.0,61311.07
1305124,allbirds.com_4638145937488,allbirds.com,Women's Tree Breezers - Jet Black (Black Sole),999999,allbirds,allbirds.com/products/womens-tree-breezers-jet-black,617.0,60628.16999999999
1305241,allbirds.com_6643980468304,allbirds.com,Men's Tree Dasher 2 - Natural Black (Blizzard Sole),999999,allbirds,allbirds.com/products/mens-tree-dashers-natural-black,447.0,58762.67
1305159,allbirds.com_4868995154000,allbirds.com,Women's Tree Runners - Kaikoura White (White Sole),999999,allbirds,allbirds.com/products/womens-tree-runners-kaikoura-white,594.0,57057.840000000004
1305242,allbirds.com_6644022640720,allbirds.com,Women's Tree Dasher 2 - Blizzard (Blizzard Sole),999999,allbirds,allbirds.com/products/womens-tree-dashers,403.0,52566.61
1305708,allbirds.com_6847782715472,allbirds.com,Men's Tree Runners - Blizzard/Natural Black (Blizzard Sole),999999,allbirds,allbirds.com/products/mens-tree-runners-blizzard-natural-black,544.0,52197.20999999999
1306014,allbirds.com_6884037328976,allbirds.com,Men's Wool Runner Mizzles - Light Grey (Natural White Sole),999999,allbirds,allbirds.com/products/mens-wool-runner-mizzles-light-grey,424.0,51726.41
1305840,allbirds.com_6858212966480,allbirds.com,Women's Tree Runners - Hazy Cocoa (Stony Cream Sole),999999,allbirds,allbirds.com/products/womens-tree-runners-hazy-cocoa,537.0,51544.34000000001
1305580,allbirds.com_6786889580624,allbirds.com,Men's Wool Runners - Calm Teal (Natural White Sole),999999,allbirds,allbirds.com/products/mens-wool-runners-calm-teal,587.0,51431.03
1305968,allbirds.com_6869038956624,allbirds.com,Men's Wool Runner 2 - Natural Black (Natural Black Sole),999999,allbirds,allbirds.com/products/mens-wool-runner-2-natural-black,471.0,50282.88000000001
1305174,allbirds.com_4873015754832,allbirds.com,Men's Tree Runners - Mist (White Sole),999999,allbirds,allbirds.com/products/mens-tree-runners-mist,505.0,48315.98
1305163,allbirds.com_4870548389968,allbirds.com,Men's Tree Runners - Jet Black (Black Sole),999999,allbirds,allbirds.com/products/mens-tree-runners,502.0,48062.09
1305322,allbirds.com_6697945694288,allbirds.com,Men's Trail Runners SWT - Natural Black (Rugged Khaki Sole),999999,allbirds,allbirds.com/products/mens-trail-runners-swt-natural-black-rugged-khaki,351.0,47517.93000000001
1305119,allbirds.com_4373801730192,allbirds.com,Women's Tree Breezers - Navy Night (Dark Navy Sole),999999,allbirds,allbirds.com/products/womens-tree-breezers,485.0,47229.24999999999
1305953,allbirds.com_6869030043728,allbirds.com,Men's Wool Runner 2 - Dark Grey (Light Grey Sole),999999,allbirds,allbirds.com/products/mens-wool-runner-2-dark-grey,430.0,45885.67999999999
1305976,allbirds.com_6869040988240,allbirds.com,Men's Tree Dasher Relay - Natural Black (Natural Black Sole),999999,allbirds,allbirds.com/products/mens-tree-dasher-relay-natural-black,335.0,43722.25
1305901,allbirds.com_6859467522128,allbirds.com,Men's Tree Runners - Blizzard/Hazy Cobalt (Clarity Blue Sole),999999,allbirds,allbirds.com/products/mens-tree-runners-blizzard-hazy-cobalt,451.0,43128.89000000001
1305970,allbirds.com_6869039972432,allbirds.com,Men's Wool Runner 2 - Natural Black (Blizzard Sole),999999,allbirds,allbirds.com/products/mens-wool-runner-2-natural-black-blizzard,401.0,42709.91000000002
1305690,allbirds.com_6827118821456,allbirds.com,Men's Trail Runners SWT - Honey Rust (Forage Tan Sole),999999,allbirds,allbirds.com/products/mens-trail-runners-swt-honey-rust,410.0,42662.55000000002
1305468,allbirds.com_6752574406736,allbirds.com,Men's Performance Quarter Zip - Natural Black,999999,allbirds,allbirds.com/products/mens-performance-quarter-zip,631.0,42334.61999999999
1305109,allbirds.com_3689951428688,allbirds.com,Men's Wool Runners - Savanna Night (Navy Sole),999999,allbirds,allbirds.com/products/mens-wool-runners-savanna-night-navy,418.0,39682.950000000004
1305164,allbirds.com_4870548979792,allbirds.com,Men's Tree Runners - Jet Black (White Sole),999999,allbirds,allbirds.com/products/mens-tree-runners-jet-black,415.0,39610.41
1305858,allbirds.com_6858599759952,allbirds.com,Women's SuperLight Trainers - Thunder Purple (Blizzard Sole),999999,allbirds,allbirds.com/products/womens-superlight-trainers-thunder-purple,341.0,39263.960000000014
1305910,allbirds.com_6863984918608,allbirds.com,Women's Tree Dasher 2 - Hazy Cocoa (Stony Cream Sole),999999,allbirds,allbirds.com/products/womens-tree-dashers-hazy-cocoa-stony-cream,297.0,38775.35999999999
1305161,allbirds.com_4870547963984,allbirds.com,Women's Tree Runners - Jet Black (White Sole),999999,allbirds,allbirds.com/products/womens-tree-runners-jet-black,399.0,38123.18
1305756,allbirds.com_6848581009488,allbirds.com,Men's Tree Flyer 2 - Thunder Green (Blizzard Sole),999999,allbirds,allbirds.com/products/mens-tree-flyers-thunder-green,291.0,38106.18
1305841,allbirds.com_6858213228624,allbirds.com,Men's Tree Runners - Hazy Cocoa (Stony Cream Sole),999999,allbirds,allbirds.com/products/mens-tree-runners-hazy-cocoa,399.0,38014.37
1305315,allbirds.com_6697913974864,allbirds.com,Men's Tree Dasher 2 - Natural Black (Natural Black Sole),999999,allbirds,allbirds.com/products/mens-tree-dashers-natural-black-natural-black,290.0,37875.93000000001
